targetname,datetime_str,datetime_jd,M1,solar_presence,k1,lunar_presence,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,Tmag,Nmag,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat
ATLAS (C/2025 N1),2025-Nov-05 00:00,2460984.5,12.5,,4.5,,198.83848,-5.82651,199.16992,-5.9617,-85.0616,27.34168,,,,,-73499.75,35011.232,292.73,,999,,14.872,,97.99062,,82651.12,*,,,,,,116.78,0.0,,,183.3096,3.2204,1.377175566469,10.9457442,2.23476968721949,-20.2933953,18.58601274,68.1871983,45.0540124,22.9586,/L,16.2933,164.0,99.4166,140.3748,296.815,109.24,2.11675,Vir,69.18259,199.9478368,1.983607,,,313.757162,56.544055,,0.0,0.075,0.072,0.08,0.066,-38.36,0.0165073,0.103,552.9656,0.0001594,2.47,8.99,0.003689,10.7356,,16.2985,191.4609,2.6296
ATLAS (C/2025 N1),2025-Nov-06 00:00,2460985.5,12.5,,4.5,,198.26486,-5.64209,198.59613,-5.77776,-86.2018,27.85179,,,,,-78813.92,36758.35,292.039,,999,,14.87,,97.73759,,88379.53,*,,,,,,116.42,0.0,,,181.701,3.1159,1.3839659679,12.5630294,2.22295897936621,-20.6018774,18.48778608,68.140849,45.4997948,24.5499,/L,17.2966,148.5,99.5374,137.7801,296.454,109.287,2.13361,Vir,69.182604,199.349452,1.93906,,,312.785587,56.817683,,0.0,0.075,0.071,0.079,0.066,-37.668,0.0164692,0.103,560.7327,0.0001577,2.45,8.92,0.003741,12.3452,,17.3017,190.3572,2.5576
ATLAS (C/2025 N1),2025-Nov-07 00:00,2460986.5,12.5,,4.5,,197.68361,-5.45422,198.01474,-5.59036,-87.393,28.38101,,,,,-84149.81,38502.029,291.391,,999,,14.869,,97.47661,,94144.28,*,,,,,,116.11,0.0,,,180.1095,3.0101,1.391682951046,14.1537,2.21097558061594,-20.8912889,18.38812319,68.0886857,45.950748,26.1512,/L,18.2754,132.8,96.6185,135.1998,296.142,109.333,2.15017,Vir,69.182619,198.742662,1.893965,,,311.786159,57.087615,,0.0,0.075,0.071,0.079,0.066,-37.014,0.0164297,0.103,568.5736,0.0001556,2.43,8.83,0.003793,13.938,,18.2805,189.2579,2.4846
ATLAS (C/2025 N1),2025-Nov-08 00:00,2460987.5,12.5,,4.5,,197.0944,-5.26276,197.4254,-5.39938,-88.6366,28.93006,,,,,-89508.66,40242.369,290.778,,999,,14.869,,97.20947,,99946.08,*,,,,,,115.84,0.0,,,178.5369,2.9032,1.400310353873,15.7150618,2.19883080265823,-21.1605927,18.28711816,68.0310018,46.4066363,27.7628,/L,19.2275,117.2,90.9347,132.6359,295.87,109.378,2.16642,Vir,69.182633,198.1270915,1.8483023,,,310.757718,57.353494,,0.0,0.075,0.071,0.079,0.066,-36.407,0.0163906,0.103,576.4656,0.0001533,2.4,8.72,0.003846,15.5122,,19.2326,188.1635,2.4107
ATLAS (C/2025 N1),2025-Nov-09 00:00,2460988.5,12.5,,4.5,,196.49686,-5.06758,196.82775,-5.20467,-89.9344,29.49971,,,,,-94891.75,41979.476,290.193,,999,,14.87,,96.93799,,105785.8,*,,,,,,115.6,0.0,,,176.9848,2.7956,1.409830536684,17.2446952,2.18653657903404,-21.4086691,18.18487022,67.9681118,46.8672617,29.3849,/L,20.1507,101.9,83.0199,130.0904,295.632,109.423,2.18234,Vir,69.182649,197.5023489,1.8020525,,,309.699077,57.614927,,0.0,0.075,0.071,0.079,0.066,-35.856,0.0163536,0.103,584.3865,0.0001508,2.37,8.61,0.003899,17.0661,,20.1557,187.0748,2.3359
ATLAS (C/2025 N1),2025-Nov-10 00:00,2460989.5,12.5,,4.5,,195.89062,-4.86854,196.22141,-5.0061,-91.288,30.09065,,,,,-100300.41,43713.467,289.631,,999,,14.872,,96.66403,,111664.5,*,,,,,,115.39,0.0,,,175.4548,2.6875,1.420224544096,18.7404661,2.17410551601923,-21.6343093,18.08148422,67.9003466,47.3324195,31.0179,/L,21.043,86.9,73.5419,127.5651,295.422,109.466,2.19791,Vir,69.182665,196.8680302,1.7551962,,,308.609025,57.871482,,0.0,0.075,0.071,0.079,0.066,-35.371,0.0163203,0.103,592.3143,0.000148,2.33,8.48,0.003951,18.5982,,21.0479,185.9923,2.2604
ATLAS (C/2025 N1),2025-Nov-11 00:00,2460990.5,12.5,,4.5,,195.27532,-4.6655,195.606,-4.80351,-92.6989,30.70353,,,,,-105736.0,45444.464,289.089,,999,,14.875,,96.38942,,117583.3,*,,,,,,115.21,0.0,,,173.9482,2.5792,1.431472271106,20.2005293,2.16155094032103,-21.8362311,17.977071,67.8280493,47.8018725,32.662,/L,21.9025,72.5,63.1793,125.0614,295.237,109.508,2.21312,Vir,69.182681,196.2237235,1.7077143,,,307.486334,58.122681,,0.0,0.075,0.07,0.079,0.066,-34.957,0.0162921,0.103,600.2276,0.000145,2.29,8.34,0.004004,20.1072,,21.9073,184.9165,2.1843
ATLAS (C/2025 N1),2025-Nov-12 00:00,2460991.5,12.5,,4.5,,194.65057,-4.45831,194.98112,-4.59676,-94.1686,31.33886,,,,,-111199.94,47172.591,288.562,,999,,14.879,,96.11601,,123543.4,*,,,,,,115.04,0.0,,,172.4661,2.4708,1.443552630267,21.6233285,2.14888693400913,-22.0131053,17.87174767,67.7515709,48.2753458,34.3176,/L,22.7276,58.4,52.5389,122.5807,295.073,109.549,2.22795,Vir,69.182698,195.5690111,1.6595876,,,306.329771,58.368005,,0.0,0.075,0.07,0.079,0.066,-34.619,0.0162698,0.103,608.1061,0.0001419,2.25,8.19,0.004057,21.5918,,22.7323,183.8478,2.1076
ATLAS (C/2025 N1),2025-Nov-13 00:00,2460992.5,12.5,,4.5,,194.01596,-4.24682,194.34639,-4.38569,-95.6982,31.99706,,,,,-116693.7,48897.982,288.047,,999,,14.883,,95.84558,,129546.1,*,,,,,,114.9,0.0,,,171.0098,2.3627,1.45644371728,23.0075914,2.13612835449303,-22.1635797,17.7656378,67.6712663,48.7525342,35.985,/L,23.5167,44.8,42.1222,120.1242,294.927,109.589,2.24237,Vir,69.182715,194.9034699,1.6107971,,,305.138102,58.606879,,0.0,0.075,0.07,0.079,0.066,-34.361,0.0162542,0.103,615.9303,0.0001385,2.21,8.03,0.004109,23.0509,,23.5213,182.7865,2.0304
ATLAS (C/2025 N1),2025-Nov-14 00:00,2460993.5,12.5,,4.5,,193.37109,-4.03087,193.7014,-4.17015,-97.2888,32.67841,,,,,-122218.74,50620.773,287.544,,999,,14.888,,95.57988,,135592.6,*,,,,,,114.77,0.0,,,169.5799,2.2551,1.470122972556,24.3523207,2.12329084245106,-22.2862962,17.65887146,67.5874903,49.233115,37.6646,/L,24.2684,31.5,32.3264,117.6929,294.797,109.627,2.25635,Vir,69.182733,194.2266721,1.5613234,,,303.910113,58.83868,,0.0,0.075,0.07,0.079,0.066,-34.179,0.0162457,0.103,623.6821,0.000135,2.16,7.86,0.004161,24.4836,,24.2729,181.7329,1.9529
ATLAS (C/2025 N1),2025-Nov-15 00:00,2460994.5,12.5,,4.5,,192.71556,-3.81032,193.04575,-3.94998,-98.941,33.38309,,,,,-127776.61,52341.11,287.048,,999,,14.894,,95.32058,,141684.4,*,,,,,,114.65,0.0,,,168.1774,2.1482,1.484567336677,25.6567817,2.11039082229383,-22.3798997,17.55158527,67.5005948,49.7167585,39.3568,/L,24.9815,18.6,23.4638,115.2877,294.68,109.664,2.26987,Vir,69.182751,193.5381856,1.5111477,,,302.644616,59.062724,,0.0,0.075,0.07,0.079,0.065,-34.069,0.0162443,0.103,631.3449,0.0001314,2.12,7.69,0.004212,25.8892,,24.9859,180.687,1.8751
ATLAS (C/2025 N1),2025-Nov-16 00:00,2460995.5,12.5,,4.5,,192.04895,-3.585,192.37904,-3.72504,-100.655,34.11111,,,,,-133368.86,54059.142,286.56,,999,,14.901,,95.06928,,147822.9,*,,,,,,114.55,0.0,,,166.8028,2.0421,1.499753398014,26.9204878,2.09744549910076,-22.4430419,17.4439223,67.4109251,50.2031362,41.0619,/L,25.6549,6.523,15.7814,112.9093,294.575,109.699,2.2829,Vir,69.18277,192.837574,1.4602509,,,301.340474,59.278266,,0.0,0.075,0.07,0.079,0.065,-34.024,0.0162497,0.103,638.9034,0.0001277,2.07,7.51,0.004262,27.2671,,25.6592,179.6491,1.797
ATLAS (C/2025 N1),2025-Nov-17 00:00,2460996.5,12.5,,4.5,,191.37084,-3.35476,191.70084,-3.49518,-102.432,34.8624,,,,,-138997.07,55775.023,286.077,,999,,14.908,,94.82751,,154009.5,*,,,,,,114.46,0.0,,,165.4565,1.937,1.515657531139,28.1431835,2.08447285446578,-22.4743818,17.3360321,67.3188177,50.6919244,42.7804,/L,26.2876,8.217,9.4782,110.5582,294.479,109.733,2.29541,Vir,69.182789,192.1243984,1.4086144,,,299.996614,59.4845,,0.0,0.075,0.07,0.079,0.065,-34.034,0.0162615,0.103,646.3441,0.0001239,2.01,7.32,0.004312,28.6166,,26.2918,178.619,1.7189
ATLAS (C/2025 N1),2025-Nov-18 00:00,2460997.5,12.5,,4.5,,190.68081,-3.11945,191.01074,-3.26023,-104.272,35.63668,,,,,-144662.86,57488.907,285.598,,999,,14.915,,94.59666,,160245.6,*,,,,,,114.37,0.0,,,164.139,1.8332,1.532256025016,29.3248259,2.07149164224623,-22.4725859,17.22807065,67.2245979,51.1828059,44.5127,/L,26.8788,20.3,4.713,108.2348,294.393,109.765,2.30738,Vir,69.182808,191.398218,1.3562198,,,298.612054,59.680554,,0.0,0.075,0.07,0.08,0.065,-34.088,0.0162787,0.103,653.6551,0.00012,1.96,7.14,0.004361,29.9375,,26.8828,177.5968,1.6406
ATLAS (C/2025 N1),2025-Nov-19 00:00,2460998.5,12.5,,4.5,,189.97845,-2.87892,190.30834,-3.02004,-106.173,36.43355,,,,,-150367.84,59200.948,285.122,,999,,14.924,,94.37805,,166532.7,*,,,,,,114.29,0.0,,,162.8505,1.7307,1.549525200288,30.4655652,2.05852138419379,-22.4363284,17.12020031,67.1285779,51.6754701,46.2591,/L,27.4277,32.8,1.6065,105.9395,294.315,109.794,2.31876,Vir,69.182828,190.6585923,1.3030494,,,297.185923,59.865486,,0.0,0.076,0.07,0.08,0.065,-34.175,0.0163003,0.103,660.8262,0.0001161,1.91,6.95,0.004409,31.2296,,27.4317,176.5823,1.5624
ATLAS (C/2025 N1),2025-Nov-20 00:00,2460999.5,12.5,,4.5,,189.26333,-2.63302,189.59321,-2.77448,-108.136,37.2524,,,,,-156113.68,60911.296,284.649,,999,,14.932,,94.17288,,172872.2,*,,,,,,114.22,0.0,,,161.591,1.6296,1.567441515281,31.5657257,2.04558236490292,-22.3642933,17.01258976,67.0310557,52.169613,48.02,/L,27.9339,45.3,0.2397,103.6725,294.243,109.822,2.32953,Vir,69.182848,189.905083,1.2490859,,,295.717488,60.03829,,0.0,0.076,0.07,0.08,0.065,-34.284,0.0163254,0.103,667.849,0.0001123,1.86,6.76,0.004455,32.4926,,27.9377,175.5755,1.4842
ATLAS (C/2025 N1),2025-Nov-21 00:00,2461000.5,12.5,,4.5,,188.53505,-2.3816,188.86494,-2.5234,-110.16,38.09244,,,,,-161902.03,62620.09,284.178,,999,,14.942,,93.98225,,179265.5,*,,,,,,114.16,0.0,,,160.3605,1.5301,1.585981660618,32.6257854,2.03269562535934,-22.2551776,16.90541402,66.9323134,52.6649372,49.796,/L,28.3968,57.8,0.6499,101.4337,294.176,109.848,2.33964,Vir,69.182869,189.1372566,1.1943129,,,294.206184,60.197886,,0.0,0.076,0.07,0.081,0.064,-34.404,0.0163525,0.103,674.7166,0.0001084,1.81,6.57,0.004501,33.7266,,28.4004,174.576,1.4061
ATLAS (C/2025 N1),2025-Nov-22 00:00,2461001.5,12.5,,4.5,,187.7932,-2.12454,188.12312,-2.26665,-112.242,38.95267,,,,,-167734.53,64327.459,283.708,,999,,14.951,,93.80712,,185714.0,*,,,,,,114.1,0.0,,,159.1591,1.4323,1.605122642561,33.6463569,2.01988295447706,-22.1076944,16.79885428,66.8326168,53.1611529,51.5872,/L,28.816,70.4,2.8287,99.2233,294.115,109.871,2.34906,Vir,69.18289,188.3546869,1.1387153,,,292.651646,60.343132,,0.0,0.076,0.07,0.081,0.064,-34.524,0.0163806,0.103,681.4239,0.0001046,1.76,6.38,0.004546,34.9316,,28.8195,173.5837,1.3282
ATLAS (C/2025 N1),2025-Nov-23 00:00,2461002.5,12.5,,4.5,,187.03738,-1.8617,187.36735,-2.00411,-114.383,39.83185,,,,,-173612.86,66033.512,283.239,,999,,14.962,,93.64836,,192219.0,*,,,,,,114.04,0.0,,,157.9865,1.3362,1.624841855385,34.6281692,2.00716687822307,-21.9205783,16.6930979,66.732215,53.6579788,53.3942,/L,29.1913,83.1,6.7226,97.0411,294.058,109.892,2.35776,Vir,69.182911,187.5569585,1.082279,,,291.053737,60.472815,,0.0,0.076,0.07,0.081,0.064,-34.636,0.0164084,0.104,687.9673,0.0001009,1.71,6.2,0.00459,36.1078,,29.1947,172.5982,1.2504
ATLAS (C/2025 N1),2025-Nov-24 00:00,2461003.5,12.5,,4.5,,186.2672,-1.59295,186.59725,-1.73564,-116.579,40.72852,,,,,-179538.65,67738.331,282.769,,999,,14.972,,93.50672,,198782.0,*,,,,,,113.99,0.0,,,156.8425,1.2419,1.645117143258,35.5720492,1.9945706460891,-21.6925895,16.58833823,66.63134,54.1551425,55.2172,/L,29.5225,95.9,12.2345,94.8869,294.004,109.91,2.36568,Vir,69.182933,186.7436703,1.0249913,,,289.412584,60.585666,,0.0,0.076,0.07,0.082,0.064,-34.732,0.016435,0.104,694.3449,9.74e-05,1.66,6.03,0.004632,37.2554,,29.5257,171.6193,1.173
ATLAS (C/2025 N1),2025-Nov-25 00:00,2461004.5,12.5,,4.5,,185.48229,-1.3182,185.81244,-1.46115,-118.827,41.64094,,,,,-185513.54,69441.972,282.299,,999,,14.983,,93.38281,,205404.0,*,,,,,,113.94,0.0,,,155.7268,1.1494,1.665926852204,36.478906,1.98211821466063,-21.4225194,16.48477452,66.5302066,54.6523819,57.0567,/L,29.8095,108.9,19.227,92.7605,293.953,109.924,2.37278,Vir,69.182954,185.9144396,0.9668417,,,287.728609,60.680355,,0.0,0.077,0.07,0.082,0.064,-34.804,0.0164593,0.104,700.5561,9.39e-05,1.61,5.86,0.004674,38.3747,,29.8126,170.6465,1.0958
ATLAS (C/2025 N1),2025-Nov-26 00:00,2461005.5,12.5,,4.5,,184.6823,-1.03734,185.01255,-1.18053,-121.125,42.56713,,,,,-191539.13,71144.452,281.829,,999,,14.994,,93.27714,,212086.4,*,,,,,,113.9,0.0,,,154.6391,1.0588,1.687249872804,37.3497145,1.96983422779977,-21.1091971,16.38261172,66.4290129,55.1494441,58.9129,/L,30.0523,122.0,27.5222,90.6615,293.904,109.936,2.37903,Vir,69.182976,185.0689057,0.9078213,,,286.002562,60.755504,,0.0,0.077,0.07,0.083,0.064,-34.844,0.0164807,0.104,706.6016,9.06e-05,1.57,5.7,0.004714,39.4661,,30.0552,169.6796,1.0189
ATLAS (C/2025 N1),2025-Nov-27 00:00,2461006.5,12.5,,4.5,,183.8669,-0.7503,184.19727,-0.89369,-123.47,43.50479,,,,,-197617.0,72845.743,281.358,,999,,15.006,,93.19013,,218830.1,*,,,,,,113.85,0.0,,,153.5788,0.9702,1.709065674361,38.1855023,1.95774399253929,-20.7514977,16.2820603,66.3279405,55.646087,60.7861,/L,30.251,135.4,36.8968,88.5897,293.856,109.944,2.38438,Vir,69.182999,184.2067347,0.8479238,,,284.235547,60.809697,,0.0,0.077,0.07,0.083,0.063,-34.845,0.0164987,0.104,712.4833,8.75e-05,1.53,5.55,0.004753,40.5298,,30.2537,168.7181,0.9424
ATLAS (C/2025 N1),2025-Nov-28 00:00,2461007.5,12.5,,4.5,,183.03576,-0.457,183.36626,-0.60057,-125.856,44.45137,,,,,-203748.66,74545.767,280.886,,999,,15.018,,93.12205,,225636.3,*,,,,,,113.81,0.0,,,152.5457,0.8835,1.731354331265,38.9873358,1.94587344930514,-20.3483539,16.183336,66.2271552,56.1420794,62.6767,/L,30.4056,149.2,47.0701,86.5445,293.81,109.948,2.38878,Vir,69.183022,183.327624,0.7871455,,,282.429052,60.841485,,0.0,0.077,0.07,0.083,0.063,-34.802,0.0165131,0.104,718.2045,8.46e-05,1.49,5.41,0.004791,41.5665,,30.4082,167.7617,0.8663
ATLAS (C/2025 N1),2025-Nov-29 00:00,2461008.5,12.5,,4.5,,182.18861,-0.15739,182.51926,-0.3011,-128.28,45.40398,,,,,-209935.61,76244.391,280.412,,999,,15.031,,93.07307,,232505.7,*,,,,,,113.76,0.0,,,151.5391,0.7987,1.754096542328,39.7563097,1.93424913478032,-19.8987699,16.08665952,66.1268073,56.637206,64.5849,/L,30.5165,163.3,57.685,84.5256,293.764,109.949,2.39218,Vir,69.183044,182.4313066,0.7254858,,,280.584965,60.849405,,0.0,0.077,0.07,0.083,0.063,-34.707,0.0165238,0.105,723.7693,8.2e-05,1.45,5.28,0.004828,42.5766,,30.5189,166.8101,0.7906
ATLAS (C/2025 N1),2025-Nov-30 00:00,2461009.5,12.5,,4.5,,181.32519,0.14854,181.656,0.00472,-130.737,46.35947,,,,,-216179.26,77941.416,279.937,,999,,15.044,,93.04326,,239439.1,*,,,,,,113.72,0.0,,,150.5585,0.7159,1.777273643812,40.4935357,1.922898135951,-19.4018374,15.99225614,66.0270324,57.1312754,66.5109,/L,30.5839,177.1,68.2879,82.5324,293.719,109.945,2.39454,Vir,69.183067,181.5175563,0.6629475,,,278.705589,60.831992,,0.0,0.078,0.07,0.084,0.063,-34.553,0.0165313,0.105,729.1829,7.96e-05,1.42,5.17,0.004865,43.5606,,30.5861,165.8627,0.7154
ATLAS (C/2025 N1),2025-Dec-01 00:00,2461010.5,12.5,,4.5,,180.44528,0.46082,180.77629,0.31691,-133.22,47.31441,,,,,-222480.95,79636.575,279.46,,999,,15.057,,93.03258,,246437.2,*,,,,,,113.68,0.0,,,149.6035,0.635,1.800867616887,41.2001344,1.91184803511072,-18.8567503,15.90035526,65.9279524,57.6241346,68.4548,/L,30.6081,166.8,78.3178,80.5643,293.673,109.936,2.3958,Vir,69.183091,180.5861909,0.5995369,,,276.793647,60.787795,,0.0,0.078,0.07,0.084,0.063,-34.333,0.016536,0.105,734.4513,7.75e-05,1.4,5.07,0.0049,44.519,,30.6102,164.9193,0.6406
ATLAS (C/2025 N1),2025-Dec-02 00:00,2461011.5,12.5,,4.5,,179.5487,0.77941,179.87993,0.63546,-135.723,48.2651,,,,,-228841.95,81329.534,278.981,,999,,15.071,,93.04089,,253500.4,*,,,,,,113.63,0.0,,,148.6733,0.5561,1.824861090203,41.8772266,1.90112684823591,-18.2628121,15.81118987,65.8296758,58.1156867,70.4168,/L,30.5896,151.4,87.1213,78.6209,293.626,109.923,2.39593,Vir,69.183114,179.6370752,0.5352646,,,274.852274,60.715398,,0.0,0.078,0.07,0.084,0.063,-34.039,0.0165388,0.105,739.5815,7.57e-05,1.37,4.99,0.004934,45.4524,,30.5915,163.9795,0.5663
ATLAS (C/2025 N1),2025-Dec-03 00:00,2461012.5,12.5,,4.5,,178.63529,1.10427,178.9668,0.9603,-138.24,49.20767,,,,,-235263.46,83019.885,278.5,,999,,15.085,,93.06794,,260629.2,*,,,,,,113.59,0.0,,,147.7676,0.4791,1.849237338211,42.5259272,1.89076296294734,-17.6194284,15.72499606,65.7322991,58.6059088,72.397,/L,30.5288,135.5,94.0121,76.7016,293.579,109.905,2.39486,Vir,69.183138,178.6701218,0.470146,,,272.885004,60.613437,,0.0,0.078,0.07,0.084,0.063,-33.665,0.0165407,0.105,744.5808,7.42e-05,1.36,4.93,0.004967,46.3614,,30.5305,163.0429,0.4925
ATLAS (C/2025 N1),2025-Dec-04 00:00,2461013.5,12.5,,4.5,,177.70496,1.43535,178.0368,1.29138,-140.764,50.13804,,,,,-241746.53,84707.145,278.017,,999,,15.099,,93.11339,,267823.5,*,,,,,,113.54,0.0,,,146.8856,0.404,1.87398027585,43.1473387,1.88078508558644,-16.9260831,15.64201258,65.6359071,59.0948581,74.3954,/L,30.4263,119.3,98.3777,74.8057,293.529,109.881,2.39254,Vir,69.183162,177.68529,0.4042011,,,270.895735,60.480619,,0.0,0.078,0.07,0.084,0.062,-33.204,0.0165429,0.105,749.4575,7.3e-05,1.35,4.89,0.005,47.2465,,30.4278,162.1093,0.4193
ATLAS (C/2025 N1),2025-Dec-05 00:00,2461014.5,12.5,,4.5,,176.75764,1.77253,177.08986,1.6286,-143.288,51.05197,,,,,-248292.16,86390.753,277.532,,999,,15.114,,93.1768,,275083.5,*,,,,,,113.49,0.0,,,146.0268,0.3308,1.899074450146,43.7425469,1.87122220662663,-16.1823007,15.56248055,65.5405739,59.5826595,76.4121,/L,30.2827,103.1,99.8094,72.9326,293.478,109.851,2.38894,Vir,69.183186,176.6825862,0.3374557,,,268.888692,60.315747,,0.0,0.079,0.07,0.084,0.062,-32.649,0.0165467,0.105,754.2204,7.22e-05,1.34,4.86,0.005032,48.1084,,30.284,161.1784,0.3466
ATLAS (C/2025 N1),2025-Dec-06 00:00,2461015.5,12.5,,4.5,,175.79332,2.1157,176.12596,1.97184,-145.804,51.94503,,,,,-254901.2,88070.053,277.045,,999,,15.129,,93.25765,,282409.0,*,,,,,,113.44,0.0,,,145.1905,0.2594,1.924505029213,44.3126165,1.86210358716605,-15.3876141,15.4866433,65.4463636,60.06947,78.4469,/L,30.0987,86.9,98.2039,71.0819,293.424,109.815,2.38399,Vir,69.183211,175.6620662,0.2699412,,,266.868377,60.117733,,0.0,0.079,0.069,0.085,0.062,-31.995,0.0165536,0.105,758.8787,7.17e-05,1.34,4.86,0.005063,48.9477,,30.0998,160.2498,0.2745
ATLAS (C/2025 N1),2025-Dec-07 00:00,2461016.5,12.5,,4.5,,174.81204,2.46469,175.14514,2.32095,-148.303,52.81253,,,,,-261574.37,89744.279,276.555,,999,,15.145,,93.35533,,289799.4,*,,,,,,113.38,0.0,,,144.3762,0.1899,1.950257789135,44.8585879,1.85345875827978,-14.5415553,15.41474645,65.3533315,60.5554322,80.4998,/L,29.875,70.9,93.7846,69.2527,293.368,109.773,2.37764,Vir,69.183235,174.6238428,0.2016953,,,264.839507,59.885622,,0.0,0.079,0.069,0.085,0.062,-31.239,0.0165651,0.105,763.4424,7.15e-05,1.34,4.88,0.005093,49.765,,29.8759,159.3233,0.203
ATLAS (C/2025 N1),2025-Dec-08 00:00,2461017.5,12.5,,4.5,,173.81387,2.81932,174.14746,2.67575,-150.777,53.6495,,,,,-268312.24,91412.544,276.063,,999,,15.162,,93.46914,,297254.2,*,,,,,,113.33,0.0,,,143.5833,0.1221,1.976319099128,45.3814744,1.84531751620276,-13.643679,15.3470378,65.2615241,61.0406349,82.5706,/L,29.6123,55.3,87.0325,67.4447,293.309,109.724,2.36985,Leo,69.18326,173.5680942,0.1327617,,,262.806954,59.618607,,0.0,0.08,0.069,0.085,0.062,-30.382,0.0165827,0.105,767.9215,7.16e-05,1.35,4.91,0.005123,50.5608,,29.613,158.3987,0.1322
ATLAS (C/2025 N1),2025-Dec-09 00:00,2461018.5,12.5,,4.5,,172.79898,3.17936,173.13308,3.03602,-153.217,54.45067,,,,,-275115.22,93073.833,275.569,,999,,15.179,,93.59831,,304772.3,*,,,,,,113.27,0.0,,,142.8111,0.0561,2.002675905335,45.8822604,1.83770989602644,-12.6936111,15.28376716,65.1709805,61.5250929,84.659,/L,29.3116,40.2,78.5639,65.6571,293.246,109.668,2.36057,Leo,69.183286,172.4950726,0.0631908,,,260.775674,59.316043,,0.0,0.08,0.068,0.085,0.062,-29.426,0.0166078,0.105,772.3267,7.21e-05,1.37,4.97,0.005152,51.3358,,29.3121,157.4759,0.062
ATLAS (C/2025 N1),2025-Dec-10 00:00,2461019.5,12.5,,4.5,,171.76758,3.54455,172.10219,3.40151,-155.611,55.21054,,,,,-281983.5,94727.002,275.072,,999,,15.196,,93.74198,,312352.6,*,,,,,,113.2,0.0,,,142.0591,-0.0082,2.029315713604,46.3618998,1.83066611456401,-11.6911039,15.22518581,65.0817326,62.00875,86.7646,/L,28.9737,25.5,69.0107,63.8893,293.18,109.605,2.34976,Leo,69.183311,171.4051095,-0.0069608,,,258.750637,58.977465,,0.0,0.081,0.068,0.085,0.062,-28.379,0.0166417,0.106,776.6691,7.28e-05,1.39,5.04,0.005181,52.0906,,28.974,156.5548,-0.0075
ATLAS (C/2025 N1),2025-Dec-11 00:00,2461020.5,12.5,,4.5,,170.71993,3.9146,171.0551,3.7719,-157.95,55.92336,,,,,-288917.07,96370.779,274.573,,999,,15.214,,93.89924,,319993.6,*,,,,,,113.14,0.0,,,141.3267,-0.0708,2.056226571502,46.8213145,1.82421648306293,-10.6360831,15.17154586,64.9938059,62.4914949,88.8871,/L,28.5997,11.3,58.9398,62.1409,293.11,109.533,2.33736,Leo,69.183337,170.2986193,-0.0776298,,,256.736758,58.602598,,0.0,0.081,0.068,0.086,0.062,-27.254,0.0166856,0.106,780.9601,7.39e-05,1.41,5.13,0.00521,52.8257,,28.5998,155.6351,-0.0763
ATLAS (C/2025 N1),2025-Dec-12 00:00,2461021.5,12.5,,4.5,,169.65638,4.28917,169.99214,4.14688,-160.221,56.58332,,,,,-295915.69,98003.768,274.071,,999,,15.233,,94.0691,,327693.4,*,,,,,,113.07,0.0,,,140.6132,-0.1318,2.083397049814,47.2613942,1.81839129675207,-9.5286813,15.12309927,64.9072202,62.973181,91.0259,/L,28.1906,2.602,48.8213,60.4113,293.036,109.454,2.32334,Leo,69.183363,169.1761007,-0.1487467,,,254.738824,58.191362,,0.0,0.082,0.067,0.086,0.062,-26.068,0.0167406,0.106,785.2112,7.51e-05,1.44,5.24,0.005238,53.5417,,28.1905,154.717,-0.1444
ATLAS (C/2025 N1),2025-Dec-13 00:00,2461022.5,12.5,,4.5,,168.57737,4.6679,168.91375,4.52607,-162.412,57.18455,,,,,-302978.85,99624.447,273.566,,999,,15.252,,94.25049,,335449.8,*,,,,,,112.99,0.0,,,139.9183,-0.1911,2.110816223748,47.682996,1.81322070948714,-8.3692564,15.0800968,64.8219901,63.4536426,93.1805,/L,27.7476,16.1,39.0304,58.6998,292.957,109.367,2.30767,Leo,69.18339,168.0381386,-0.2202357,,,252.761429,57.743884,,0.0,0.083,0.067,0.086,0.062,-24.842,0.0168073,0.106,789.4344,7.66e-05,1.47,5.36,0.005267,54.2392,,27.7473,153.8003,-0.2117
