targetname,datetime_str,datetime_jd,M1,solar_presence,k1,lunar_presence,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,Tmag,Nmag,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat
ATLAS (C/2025 N1),2026-Apr-10 00:00,2461140.5,12.5,,4.5,,101.27391,20.4741,101.66504,20.44708,-1.08436,0.308589,,,,,296241.593,45277.41,70.435,,999,,19.869,,99.29849,,290897.9,*,,,,,,275.03,0.0,,,110.1795,-2.5857,5.92554681618,58.4756771,6.00261230606366,89.6517702,49.92220427,60.5221428,89.6621544,80.805,/T,9.6098,170.5,52.0874,89.9564,94.877,83.905,-0.66513,Gem,69.185625,100.9316917,-2.5496657,,,193.895054,7.840228,,0.0,0.195,0.078,0.196,0.076,6.154,0.0466382,0.21,2291.8544,0.0002114,3.36,12.2,0.01529,84.1303,,9.609,105.3731,-2.5782
ATLAS (C/2025 N1),2026-Apr-11 00:00,2461141.5,12.5,,4.5,,101.26771,20.476,101.6588,20.44901,-0.65787,0.26757,,,,,292675.253,43955.223,70.57,,999,,19.899,,99.31017,,287344.9,*,,,,,,275.07,0.0,,,110.093,-2.5917,5.959311763487,58.4843359,6.05435226191657,89.5538008,50.35251236,60.5076962,89.5580024,79.818,/T,9.5294,160.1,42.3873,91.0238,94.919,83.882,-0.66687,Gem,69.185622,100.9257026,-2.548218,,,193.8907,7.835771,,0.0,0.197,0.078,0.198,0.076,6.119,0.0470453,0.212,2309.4745,0.0002115,3.36,12.2,0.015407,84.2174,,9.5285,105.3269,-2.5803
ATLAS (C/2025 N1),2026-Apr-12 00:00,2461142.5,12.5,,4.5,,101.26451,20.47764,101.65554,20.45067,-0.24322,0.227362,,,,,289110.816,42640.253,70.711,,999,,19.928,,99.32201,,283803.8,*,,,,,,275.11,0.0,,,110.0075,-2.5977,5.993081659447,58.4927799,6.10603316240769,89.4472168,50.78232931,60.4934271,89.448159,78.8344,/T,9.4472,148.1,32.7482,92.0897,94.963,83.865,-0.6684,Gem,69.185618,100.9225226,-2.5468143,,,193.88783,7.833715,,0.0,0.199,0.078,0.2,0.076,6.083,0.047452,0.213,2327.1017,0.0002116,3.36,12.21,0.015525,84.3035,,9.4462,105.2825,-2.5824
ATLAS (C/2025 N1),2026-Apr-13 00:00,2461143.5,12.5,,4.5,,101.26422,20.47903,101.65518,20.45207,0.159889,0.187917,,,,,285548.381,41332.865,70.86,,999,,19.957,,99.334,,280274.4,*,,,,,,275.16,0.0,,,109.9229,-2.6036,6.026856382417,58.5010139,6.15765003144748,89.3320098,51.21161371,60.4793313,89.3325296,77.854,/T,9.3632,135.6,23.5351,93.1541,95.008,83.855,-0.66973,Gem,69.185614,100.9220711,-2.5454559,,,193.886405,7.833995,,0.0,0.2,0.078,0.201,0.076,6.046,0.0478584,0.215,2344.7352,0.0002117,3.36,12.22,0.015642,84.3885,,9.3621,105.2401,-2.5846
ATLAS (C/2025 N1),2026-Apr-14 00:00,2461144.5,12.5,,4.5,,101.26675,20.48015,101.65763,20.45321,0.551716,0.149188,,,,,281988.067,40033.423,71.016,,999,,19.987,,99.34613,,276756.3,*,,,,,,275.21,0.0,,,109.8393,-2.6094,6.0606358135,58.5090426,6.20919788418079,89.2081582,51.64032413,60.4654044,89.211008,76.8767,/T,9.2775,122.6,15.1854,94.217,95.054,83.852,-0.67085,Gem,69.18561,100.9242716,-2.5441439,,,193.886386,7.836543,,0.0,0.202,0.078,0.203,0.076,6.008,0.0482647,0.216,2362.3742,0.0002118,3.36,12.23,0.01576,84.4726,,9.2763,105.1994,-2.5867
ATLAS (C/2025 N1),2026-Apr-15 00:00,2461145.5,12.5,,4.5,,101.27204,20.48103,101.66282,20.45409,0.932489,0.111137,,,,,278430.016,38742.292,71.178,,999,,20.015,,99.35837,,273249.2,*,,,,,,275.25,0.0,,,109.7566,-2.6152,6.094419836499,58.5168707,6.26067172084027,89.0756337,52.06841898,60.4516424,89.0834814,75.9026,/T,9.1901,109.1,8.2027,95.2786,95.102,83.855,-0.67177,Gem,69.185605,100.929052,-2.5428796,,,193.887736,7.841294,,0.0,0.203,0.078,0.204,0.076,5.969,0.0486709,0.218,2380.0176,0.0002119,3.37,12.23,0.015878,84.5558,,9.1888,105.1604,-2.5888
ATLAS (C/2025 N1),2026-Apr-16 00:00,2461146.5,12.5,,4.5,,101.27999,20.48167,101.67067,20.45471,1.302389,0.073732,,,,,274874.39,37459.835,71.347,,999,,20.044,,99.37072,,269753.1,*,,,,,,275.3,0.0,,,109.6748,-2.6208,6.128208337867,58.5245027,6.3120665264029,88.9344149,52.49585654,60.4380417,88.9498435,74.9314,/T,9.1011,95.2,3.1219,96.3387,95.151,83.864,-0.6725,Gem,69.1856,100.9363452,-2.5416643,,,193.890419,7.848185,,0.0,0.205,0.078,0.206,0.076,5.929,0.0490771,0.22,2397.6647,0.000212,3.37,12.24,0.015995,84.638,,9.0998,105.1232,-2.5909
ATLAS (C/2025 N1),2026-Apr-17 00:00,2461147.5,12.5,,4.5,,101.29054,20.48207,101.68113,20.45507,1.661555,0.036953,,,,,271321.374,36186.421,71.523,,999,,20.072,,99.38317,,266267.6,*,,,,,,275.35,0.0,,,109.5939,-2.6265,6.162001206652,58.5319431,6.36337728068295,88.7845093,52.92259507,60.4245986,88.8100151,73.9632,/T,9.0106,80.9,0.4385,97.3973,95.201,83.88,-0.67302,Gem,69.185595,100.9460878,-2.540499,,,193.8944,7.857154,,0.0,0.207,0.078,0.208,0.076,5.889,0.0494834,0.221,2415.3147,0.0002121,3.37,12.25,0.016113,84.7192,,9.0092,105.0877,-2.5929
ATLAS (C/2025 N1),2026-Apr-18 00:00,2461148.5,12.5,,4.5,,101.30361,20.48222,101.69411,20.45518,2.010091,0.000788,,,,,267771.169,34922.423,71.705,,999,,20.1,,99.39569,,262792.6,*,,,,,,275.4,0.0,,,109.5139,-2.632,6.195798334448,58.5391962,6.41459898228545,88.6259786,53.34859298,60.4113096,88.6639678,72.9979,/T,8.9187,66.3,0.5124,98.4546,95.252,83.901,-0.67336,Gem,69.185589,100.9582176,-2.5393849,,,193.899642,7.868138,,0.0,0.208,0.078,0.209,0.076,5.848,0.0498899,0.223,2432.9669,0.0002122,3.37,12.25,0.016231,84.7996,,8.9171,105.0537,-2.595
ATLAS (C/2025 N1),2026-Apr-19 00:00,2461149.5,12.5,,4.5,,101.31912,20.48215,101.70956,20.45505,2.348088,-0.03476,,,,,264223.987,33668.224,71.895,,999,,20.128,,99.40827,,259327.9,*,,,,,,275.46,0.0,,,109.4348,-2.6375,6.229599615338,58.5462663,6.46572668598866,88.4589579,53.77380912,60.3981715,88.5117437,72.0355,/T,8.8252,51.6,3.4745,99.5104,95.305,83.927,-0.6735,Gem,69.185582,100.9726701,-2.5383231,,,193.906111,7.881076,,0.0,0.21,0.079,0.211,0.076,5.806,0.0502966,0.224,2450.6203,0.0002123,3.37,12.26,0.016349,84.8791,,8.8236,105.0214,-2.597
ATLAS (C/2025 N1),2026-Apr-20 00:00,2461150.5,12.5,,4.5,,101.33699,20.48185,101.7274,20.45469,2.675649,-0.06969,,,,,260680.043,32424.213,72.091,,999,,20.156,,99.4209,,255873.3,*,,,,,,275.51,0.0,,,109.3565,-2.6429,6.263404945835,58.5531576,6.51675554760242,88.2836613,54.19820322,60.3851812,88.3534613,71.0759,/T,8.7305,37.0,9.1761,100.5649,95.359,83.959,-0.67346,Gem,69.185575,100.9893759,-2.5373143,,,193.913771,7.895907,,0.0,0.211,0.079,0.212,0.076,5.763,0.0507036,0.226,2468.2744,0.0002124,3.37,12.26,0.016467,84.9577,,8.7287,104.9906,-2.5991
ATLAS (C/2025 N1),2026-Apr-21 00:00,2461151.5,12.5,,4.5,,101.35717,20.48132,101.74755,20.4541,2.992913,-0.104,,,,,257139.545,31190.779,72.294,,999,,20.183,,99.43357,,252428.6,*,,,,,,275.56,0.0,,,109.2791,-2.6483,6.297214224824,58.5598742,6.56768086615167,88.100367,54.62173618,60.3723357,88.1893033,70.1191,/T,8.6344,22.7,17.2049,101.6179,95.414,83.997,-0.67324,Gem,69.185567,101.00826,-2.5363592,,,193.922589,7.912572,,0.0,0.213,0.079,0.214,0.076,5.719,0.051111,0.227,2485.9284,0.0002124,3.37,12.27,0.016584,85.0355,,8.6325,104.9613,-2.6011
ATLAS (C/2025 N1),2026-Apr-22 00:00,2461152.5,12.5,,4.5,,101.37956,20.48057,101.76993,20.45329,3.300069,-0.13767,,,,,253602.69,29968.307,72.504,,999,,20.21,,99.44626,,248993.7,*,,,,,,275.62,0.0,,,109.2024,-2.6536,6.33102735351,58.5664202,6.61849811340339,87.9093896,55.04437034,60.3596321,88.0194903,69.1649,/T,8.537,9.822,26.9621,102.6695,95.471,84.039,-0.67283,Gem,69.185559,101.0292443,-2.5354582,,,193.932529,7.93101,,0.0,0.215,0.079,0.216,0.076,5.675,0.0515189,0.229,2503.5816,0.0002125,3.38,12.27,0.016702,85.1124,,8.5351,104.9335,-2.6032
ATLAS (C/2025 N1),2026-Apr-23 00:00,2461153.5,12.5,,4.5,,101.4041,20.4796,101.79445,20.45226,3.597354,-0.17072,,,,,250069.659,28757.165,72.72,,999,,20.237,,99.45897,,245568.3,*,,,,,,275.68,0.0,,,109.1266,-2.6588,6.364844235365,58.5727995,6.6692029454955,87.7110482,55.46606957,60.3470676,87.8442514,68.2134,/T,8.4384,9.827,37.7671,103.7196,95.529,84.086,-0.67225,Gem,69.185551,101.0522514,-2.5346117,,,193.943558,7.951166,,0.0,0.216,0.079,0.217,0.076,5.631,0.0519273,0.23,2521.2334,0.0002126,3.38,12.27,0.01682,85.1885,,8.4364,104.9071,-2.6052
ATLAS (C/2025 N1),2026-Apr-24 00:00,2461154.5,12.5,,4.5,,101.43073,20.47842,101.82104,20.45103,3.885044,-0.20314,,,,,246540.617,27557.703,72.943,,999,,20.264,,99.47167,,242152.2,*,,,,,,275.74,0.0,,,109.0516,-2.664,6.398664776081,58.5790159,6.71979119768553,87.5056407,55.88679923,60.3346396,87.6637994,67.2645,/T,8.3387,22.1,48.9495,104.7683,95.588,84.137,-0.67149,Gem,69.185542,101.0772084,-2.5338198,,,193.955644,7.972981,,0.0,0.218,0.079,0.219,0.076,5.585,0.0523364,0.232,2538.8832,0.0002126,3.38,12.28,0.016938,85.2638,,8.3366,104.8821,-2.6072
ATLAS (C/2025 N1),2026-Apr-25 00:00,2461155.5,12.5,,4.5,,101.45937,20.47703,101.84963,20.44958,4.163437,-0.23497,,,,,243015.714,26370.255,73.173,,999,,20.291,,99.48436,,238745.1,*,,,,,,275.8,0.0,,,108.9774,-2.6691,6.432488883522,58.5850733,6.77025886746415,87.2934295,56.30652604,60.3223455,87.4783169,66.3181,/T,8.2379,35.3,59.9092,105.8155,95.648,84.193,-0.67057,Gem,69.185532,101.1040482,-2.5330824,,,193.968754,7.996402,,0.0,0.219,0.079,0.22,0.076,5.539,0.0527461,0.233,2556.5304,0.0002127,3.38,12.28,0.017055,85.3383,,8.2357,104.8584,-2.6093
ATLAS (C/2025 N1),2026-Apr-26 00:00,2461156.5,12.5,,4.5,,101.48996,20.47544,101.88015,20.44793,4.432841,-0.2662,,,,,239495.086,25195.142,73.41,,999,,20.317,,99.49703,,235346.9,*,,,,,,275.86,0.0,,,108.904,-2.6741,6.466316467682,58.5909754,6.82060209213881,87.0746364,56.72521788,60.3101828,87.287951,65.3741,/T,8.136,48.4,70.1425,106.8614,95.71,84.252,-0.66948,Gem,69.185522,101.1327101,-2.5323997,,,193.982858,8.021377,,0.0,0.221,0.079,0.222,0.076,5.493,0.0531566,0.235,2574.1744,0.0002128,3.38,12.28,0.017173,85.412,,8.1337,104.836,-2.6113
ATLAS (C/2025 N1),2026-Apr-27 00:00,2461157.5,12.5,,4.5,,101.52243,20.47364,101.91254,20.44606,4.693564,-0.29688,,,,,235978.862,24032.674,73.653,,999,,20.343,,99.50966,,231957.3,*,,,,,,275.92,0.0,,,108.8313,-2.6791,6.500147440641,58.5967257,6.87081712549194,86.8494435,57.14284357,60.2981493,87.0928136,64.4326,/T,8.0331,61.3,79.2457,107.9058,95.773,84.316,-0.66822,Gem,69.185511,101.1631386,-2.5317713,,,193.997925,8.047854,,0.0,0.223,0.079,0.223,0.076,5.446,0.0535679,0.236,2591.8146,0.0002128,3.38,12.29,0.017291,85.4849,,8.0307,104.8149,-2.6133
ATLAS (C/2025 N1),2026-Apr-28 00:00,2461158.5,12.5,,4.5,,101.55673,20.47165,101.94674,20.44399,4.945905,-0.32702,,,,,232467.161,22883.157,73.903,,999,,20.369,,99.52225,,228575.9,*,,,,,,275.99,0.0,,,108.7594,-2.6841,6.533981716521,58.6023277,6.92090031598026,86.6179973,57.55937277,60.2862425,86.8929852,63.4933,/T,7.9292,74.0,86.9079,108.9489,95.838,84.382,-0.66681,Gem,69.1855,101.1952826,-2.5311972,,,194.013926,8.075784,,0.0,0.224,0.079,0.225,0.076,5.399,0.05398,0.238,2609.4506,0.0002129,3.38,12.29,0.017408,85.557,,7.9268,104.7951,-2.6153
ATLAS (C/2025 N1),2026-Apr-29 00:00,2461159.5,12.5,,4.5,,101.59279,20.46946,101.98271,20.44171,5.190151,-0.35666,,,,,228960.099,21746.895,74.159,,999,,20.395,,99.53479,,225202.6,*,,,,,,276.05,0.0,,,108.6882,-2.689,6.567819211443,58.607785,6.97084808730649,86.3804126,57.97477572,60.2744602,86.6885178,62.5563,/T,7.8245,86.5,92.9028,109.9907,95.904,84.453,-0.66524,Gem,69.185489,101.2290932,-2.5306774,,,194.030834,8.10512,,0.0,0.226,0.079,0.227,0.076,5.351,0.0543931,0.239,2627.0816,0.0002129,3.38,12.29,0.017526,85.6284,,7.8219,104.7764,-2.6174
ATLAS (C/2025 N1),2026-Apr-30 00:00,2461160.5,12.5,,4.5,,101.63057,20.46708,102.0204,20.43923,5.426575,-0.38581,,,,,225457.787,20624.192,74.423,,999,,20.42,,99.54726,,221837.2,*,,,,,,276.12,0.0,,,108.6178,-2.6938,6.60165984348,58.6131009,7.02065692138801,86.1367769,58.38902316,60.2628004,86.4794394,61.6214,/T,7.7188,98.8,97.0823,111.0312,95.971,84.526,-0.66352,Gem,69.185477,101.2645233,-2.5302116,,,194.048622,8.135815,,0.0,0.227,0.079,0.228,0.076,5.303,0.0548071,0.241,2644.7074,0.000213,3.38,12.29,0.017644,85.6991,,7.7162,104.7589,-2.6194
ATLAS (C/2025 N1),2026-May-01 00:00,2461161.5,12.5,,4.5,,101.67,20.46452,102.05974,20.43655,5.655432,-0.41451,,,,,221960.332,19515.351,74.693,,999,,20.446,,99.55967,,218479.3,*,,,,,,276.19,0.0,,,108.548,-2.6986,6.635503532622,58.6182786,7.07032334357559,85.8871538,58.8020862,60.2512608,86.2657561,60.6887,/T,7.6123,111.0,99.3717,112.0704,96.04,84.602,-0.66165,Gem,69.185464,101.3015257,-2.5297998,,,194.067263,8.167826,,0.0,0.229,0.079,0.23,0.077,5.254,0.0552222,0.242,2662.3273,0.000213,3.38,12.29,0.017761,85.7691,,7.6096,104.7426,-2.6214
ATLAS (C/2025 N1),2026-May-02 00:00,2461162.5,12.5,,4.5,,101.71103,20.46176,102.10071,20.43369,5.876962,-0.44278,,,,,218467.841,18420.682,74.97,,999,,20.471,,99.57199,,215128.7,*,,,,,,276.26,0.0,,,108.479,-2.7033,6.669350200723,58.6233214,7.11984391010564,85.6315873,59.21393619,60.2398394,86.0474564,59.758,/T,7.505,122.9,99.7642,113.1084,96.11,84.682,-0.65963,Gem,69.185451,101.3400534,-2.5294419,,,194.086733,8.20111,,0.0,0.23,0.079,0.231,0.077,5.205,0.0556384,0.244,2679.941,0.0002131,3.38,12.3,0.017879,85.8383,,7.5023,104.7273,-2.6234
ATLAS (C/2025 N1),2026-May-03 00:00,2461163.5,12.5,,4.5,,101.75361,20.45882,102.14323,20.43063,6.091382,-0.47065,,,,,214980.423,17340.494,75.253,,999,,20.496,,99.58422,,211785.3,*,,,,,,276.33,0.0,,,108.4107,-2.708,6.703199771465,58.6282325,7.16921519789941,85.3701058,59.62454467,60.2285344,85.8245143,58.8292,/T,7.397,134.8,98.3134,114.1452,96.182,84.763,-0.65746,Gem,69.185438,101.3800585,-2.529138,,,194.107008,8.235625,,0.0,0.232,0.079,0.233,0.077,5.156,0.0560557,0.245,2697.5479,0.0002131,3.38,12.3,0.017996,85.9068,,7.3941,104.7132,-2.6255
ATLAS (C/2025 N1),2026-May-04 00:00,2461164.5,12.5,,4.5,,101.79769,20.45571,102.18727,20.42739,6.298895,-0.49814,,,,,211498.182,16275.1,75.543,,999,,20.52,,99.59636,,208448.7,*,,,,,,276.4,0.0,,,108.3431,-2.7126,6.737052170315,58.6330148,7.2184337968018,85.1027263,60.03388327,60.2173437,85.5968929,57.9024,/T,7.2882,146.4,95.1227,115.1809,96.256,84.847,-0.65516,Gem,69.185424,101.4214928,-2.5288881,,,194.128063,8.27133,,0.0,0.233,0.079,0.234,0.077,5.106,0.0564743,0.246,2715.1476,0.0002132,3.38,12.3,0.018114,85.9746,,7.2853,104.7001,-2.6275
ATLAS (C/2025 N1),2026-May-05 00:00,2461165.5,12.5,,4.5,,101.84322,20.45241,102.23277,20.42397,6.499683,-0.52526,,,,,208021.227,15224.812,75.84,,999,,20.545,,99.60839,,205118.7,*,,,,,,276.48,0.0,,,108.2761,-2.7172,6.770907324478,58.6376713,7.26749630415224,84.8294583,60.4419237,60.2062655,85.3645483,56.9774,/T,7.1787,157.8,90.3335,116.2154,96.331,84.933,-0.65271,Gem,69.18541,101.4643078,-2.5286923,,,194.149877,8.308187,,0.0,0.235,0.079,0.236,0.077,5.056,0.0568941,0.248,2732.7397,0.0002132,3.38,12.3,0.018231,86.0418,,7.1757,104.688,-2.6295
ATLAS (C/2025 N1),2026-May-06 00:00,2461166.5,12.5,,4.5,,101.89016,20.44894,102.27967,20.42038,6.693916,-0.55204,,,,,204549.666,14189.946,76.144,,999,,20.569,,99.62031,,201795.1,*,,,,,,276.56,0.0,,,108.2098,-2.7217,6.804765162862,58.642205,7.31639932128033,84.5503066,60.8486377,60.195298,85.1274318,56.0542,/T,7.0686,168.5,84.114,117.2488,96.408,85.022,-0.65013,Gem,69.185395,101.5084553,-2.5285506,,,194.172427,8.346156,,0.0,0.236,0.079,0.237,0.077,5.006,0.0573153,0.249,2750.3238,0.0002132,3.38,12.3,0.018348,86.1083,,7.0655,104.6769,-2.6316
ATLAS (C/2025 N1),2026-May-07 00:00,2461167.5,12.5,,4.5,,101.93846,20.44529,102.32794,20.41661,6.881747,-0.5785,,,,,201083.607,13170.815,76.454,,999,,20.593,,99.63211,,198477.8,*,,,,,,276.64,0.0,,,108.1442,-2.7262,6.838625616033,58.6466188,7.36513945123384,84.2652724,61.253997,60.1844394,84.8854912,55.1327,/T,6.9578,173.0,76.6506,118.281,96.487,85.112,-0.64742,Gem,69.18538,101.5538878,-2.5284634,,,194.195691,8.385201,,0.0,0.238,0.079,0.239,0.077,4.955,0.0577378,0.251,2767.8995,0.0002133,3.38,12.3,0.018465,86.1741,,6.9547,104.6668,-2.6336
ATLAS (C/2025 N1),2026-May-08 00:00,2461168.5,12.5,,4.5,,101.98807,20.44147,102.37751,20.41267,7.06332,-0.60464,,,,,197623.158,12167.732,76.771,,999,,20.617,,99.64379,,195166.5,*,,,,,,276.72,0.0,,,108.0792,-2.7306,6.872488616175,58.6509152,7.41371329688046,83.9743537,61.65797335,60.173688,84.6386707,54.2129,/T,6.8465,164.3,68.1462,119.3122,96.567,85.204,-0.64457,Gem,69.185365,101.6005589,-2.5284308,,,194.219648,8.425285,,0.0,0.24,0.079,0.24,0.077,4.904,0.0581618,0.252,2785.4664,0.0002133,3.38,12.3,0.018583,86.2392,,6.8433,104.6577,-2.6357
ATLAS (C/2025 N1),2026-May-09 00:00,2461169.5,12.5,,4.5,,102.03894,20.43748,102.42834,20.40857,7.238764,-0.63048,,,,,194168.431,11181.009,77.095,,999,,20.641,,99.65534,,191861.0,*,,,,,,276.8,0.0,,,108.0148,-2.735,6.906354097052,58.6550972,7.46211745853611,83.6775434,62.06053849,60.1630421,84.3869094,53.2947,/T,6.7346,152.8,58.8255,120.3423,96.649,85.297,-0.64159,Gem,69.18535,101.6484236,-2.5284529,,,194.244279,8.466372,,0.0,0.241,0.079,0.242,0.077,4.853,0.0585873,0.254,2803.0242,0.0002133,3.38,12.3,0.0187,86.3037,,6.7313,104.6494,-2.6377
ATLAS (C/2025 N1),2026-May-10 00:00,2461170.5,12.5,,4.5,,102.09105,20.43332,102.48039,20.40429,7.408198,-0.65603,,,,,190719.533,10210.956,77.426,,999,,20.664,,99.66675,,188561.1,*,,,,,,276.88,0.0,,,107.9511,-2.7393,6.940221993971,58.6591672,7.51034853050928,83.3748274,62.46166408,60.1525001,84.130138,52.3781,/T,6.6222,140.8,48.9479,121.3714,96.734,85.392,-0.63848,Gem,69.185334,101.6974391,-2.5285303,,,194.269562,8.508427,,0.0,0.243,0.08,0.243,0.077,4.802,0.0590143,0.255,2820.5725,0.0002134,3.38,12.3,0.018817,86.3676,,6.6188,104.6421,-2.6398
ATLAS (C/2025 N1),2026-May-11 00:00,2461171.5,12.5,,4.5,,102.14433,20.429,102.53361,20.39985,7.571725,-0.6813,,,,,187276.577,9257.881,77.764,,999,,20.688,,99.67802,,185266.8,*,,,,,,276.97,0.0,,,107.888,-2.7436,6.974092243745,58.663128,7.55840309645487,83.0661828,62.86132172,60.1420604,83.8682773,51.463,/T,6.5092,128.3,38.8275,122.3994,96.82,85.488,-0.63525,Gem,69.185318,101.7475647,-2.528663,,,194.295479,8.551415,,0.0,0.244,0.08,0.245,0.077,4.75,0.059443,0.257,2838.1111,0.0002134,3.38,12.3,0.018934,86.4309,,6.5058,104.6356,-2.6419
ATLAS (C/2025 N1),2026-May-12 00:00,2461172.5,12.5,,4.5,,102.19876,20.42451,102.58796,20.39523,7.729431,-0.7063,,,,,183839.676,8322.089,78.108,,999,,20.711,,99.68914,,181977.7,*,,,,,,277.06,0.0,,,107.8255,-2.7479,7.007964784656,58.6669819,7.60627772428293,82.7515783,63.25948286,60.1317214,83.6012364,50.5494,/T,6.3959,115.4,28.8554,123.4264,96.908,85.585,-0.63189,Gem,69.185301,101.798763,-2.5288515,,,194.32201,8.595303,,0.0,0.246,0.08,0.246,0.077,4.698,0.0598733,0.258,2855.6395,0.0002134,3.38,12.3,0.019051,86.4935,,6.3923,104.63,-2.6439
ATLAS (C/2025 N1),2026-May-13 00:00,2461173.5,12.5,,4.5,,102.25429,20.41986,102.6434,20.39045,7.881374,-0.73103,,,,,180408.949,7403.883,78.459,,999,,20.734,,99.70011,,178693.9,*,,,,,,277.15,0.0,,,107.7636,-2.7521,7.041839556421,58.6707314,7.65396896259752,82.4309796,63.65611879,60.1214816,83.3289162,49.6372,/T,6.282,102.0,19.5166,124.4524,96.998,85.684,-0.62841,Gem,69.185284,101.8509998,-2.5290962,,,194.349136,8.640057,,0.0,0.247,0.08,0.248,0.077,4.646,0.0603054,0.26,2873.1576,0.0002134,3.38,12.3,0.019168,86.5556,,6.2784,104.6251,-2.646
ATLAS (C/2025 N1),2026-May-14 00:00,2461174.5,12.5,,4.5,,102.31087,20.41505,102.6999,20.38549,8.027585,-0.75549,,,,,176984.518,6503.564,78.817,,999,,20.757,,99.71092,,175415.1,*,,,,,,277.24,0.0,,,107.7023,-2.7562,7.075716500161,58.674379,7.70147334210856,82.1043619,64.05120067,60.1113395,83.0512199,48.7264,/T,6.1678,88.1,11.3863,125.4774,97.091,85.783,-0.6248,Gem,69.185267,101.9042438,-2.5293975,,,194.376839,8.685644,,0.0,0.249,0.08,0.249,0.077,4.594,0.0607392,0.261,2890.6651,0.0002135,3.38,12.3,0.019284,86.617,,6.1641,104.6211,-2.6481
ATLAS (C/2025 N1),2026-May-15 00:00,2461175.5,12.5,,4.5,,102.36848,20.41008,102.75743,20.38036,8.168063,-0.77968,,,,,173566.516,5621.434,79.182,,999,,20.779,,99.72156,,172141.3,*,,,,,,277.33,0.0,,,107.6415,-2.7603,7.109595558359,58.677927,7.74878738655949,81.77173,64.44469958,60.1012937,82.7680714,47.817,/T,6.0532,73.7,5.0913,126.5014,97.186,85.883,-0.62108,Gem,69.18525,101.9584661,-2.5297557,,,194.405098,8.73203,,0.0,0.25,0.08,0.251,0.078,4.542,0.0611749,0.263,2908.1617,0.0002135,3.38,12.3,0.019401,86.6779,,6.0495,104.6179,-2.6502
ATLAS (C/2025 N1),2026-May-16 00:00,2461176.5,12.5,,4.5,,102.42706,20.40495,102.81596,20.37507,8.302781,-0.80357,,,,,170155.079,4757.797,79.554,,999,,20.802,,99.73204,,168872.3,*,,,,,,277.43,0.0,,,107.5814,-2.7644,7.143476674832,58.6813776,7.79590763727026,81.4331443,64.83658676,60.0913428,82.479441,46.909,/T,5.9382,59.1,1.2257,127.5244,97.284,85.984,-0.61724,Gem,69.185232,102.0136365,-2.5301712,,,194.433897,8.779182,,0.0,0.252,0.08,0.253,0.078,4.489,0.0616126,0.264,2925.6472,0.0002135,3.38,12.3,0.019518,86.7382,,5.9345,104.6154,-2.6523
ATLAS (C/2025 N1),2026-May-17 00:00,2461177.5,12.5,,4.5,,102.48658,20.39966,102.87544,20.36962,8.431705,-0.82714,,,,,166750.349,3912.957,79.933,,999,,20.824,,99.74235,,165608.1,*,,,,,,277.53,0.0,,,107.5218,-2.7685,7.177359794683,58.684733,7.84283069212473,81.0887431,65.2268339,60.0814853,82.1853708,46.0023,/T,5.823,44.2,0.2319,128.5464,97.384,86.085,-0.61329,Gem,69.185214,102.0697207,-2.5306444,,,194.463215,8.827068,,0.0,0.253,0.08,0.254,0.078,4.437,0.0620521,0.266,2943.1214,0.0002135,3.38,12.29,0.019634,86.7979,,5.8191,104.6137,-2.6544
ATLAS (C/2025 N1),2026-May-18 00:00,2461178.5,12.5,,4.5,,102.54699,20.39422,102.93585,20.36401,8.554817,-0.85037,,,,,163352.465,3087.225,80.319,,999,,20.846,,99.75248,,162348.7,*,,,,,,277.63,0.0,,,107.4628,-2.7724,7.211244864269,58.6879955,7.88955325379214,80.7387504,65.6154136,60.07172,81.8859881,45.0969,/T,5.7074,29.3,2.2865,129.5674,97.486,86.187,-0.60922,Gem,69.185195,102.1266773,-2.5311753,,,194.493033,8.875653,,0.0,0.255,0.08,0.256,0.078,4.384,0.0624938,0.267,2960.5841,0.0002135,3.38,12.29,0.019751,86.857,,5.7035,104.6126,-2.6566
